Código,Nome,Nome (Inglês),Nome Científico,Grupo,Marca
C0554A,"Arroz de forno, c/ arroz polido, s/ sal","Brazilian recipe, with white rice, unsalted",,Cereais e derivados,
C0997A,Arroz de leite,Rice with milk,,Cereais e derivados,
C0805A,Arroz de leite,Brazilian rice recipe,,Cereais e derivados,
C0913A,"Arroz doce, c/ açúcar e canela","Sweet rice, with sugar and cinnamon topping",,Cereais e derivados,
C0806A,"Arroz doce, c/ açúcar e canela","Sweet rice, with sugar and cinnamon topping",,Cereais e derivados,
C0914A,"Arroz doce, c/ leite condensado e canela","Sweet rice, with condensed milk and cinnamon",,Cereais e derivados,
C0897A,"Arroz doce, c/ leite condensado e canela","Sweet rice, with condensed milk and cinnamon topping",,Cereais e derivados,
C0100N,"Arroz doce, light","Sweet rice, light",,Alimentos para fins especiais,
C0092N,"Arroz doce, light","Sweet rice, light",,Alimentos para fins especiais,
C0899A,"Arroz integral com lentilha, c/ sal","Rice with lentils, with brown rice, with salt",,Cereais e derivados,
C0900A,"Arroz integral com lentilha, s/ sal","Rice with lentils, with brown rice, unsalted",,Cereais e derivados,
C0711A,"Arroz para sushi, vinagre de arroz, s/ óleo, c/ açúcar, c/ sal","Sushi rice, vinegar rice, without oil, with sugar, whit salt",,Cereais e derivados,
C0574A,"Arroz piamontese, c/ arroz polido, c/ sal","Piamontese rise, with white rice, with salt",,Cereais e derivados,
C0995A,"Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal","Wild rice, cooked, with oil, onion and garlic, with salt",,Cereais e derivados,
C0996A,"Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal","Wild rice, cooked, with oil, onion and garlic, unsalted",,Cereais e derivados,
C0994A,"Arroz selvagem, cozido, s/ óleo, s/ sal","Rice, wild, cooked, without oil, unsalted",Zizania palustris,Cereais e derivados,
C0015A,"Arroz, farinha","Rice, flour, raw",Orysa sativa L.,Cereais e derivados,Colombo
C0456A,"Arroz, c/ feijão, c/ sal","Rice with beans, with salt",,Cereais e derivados,
C0457A,"Arroz, c/ mandioca (aipim, macaxeira) cozida, c/ sal","Rice with cassava, with salt",,Cereais e derivados,
C0458A,"Arroz, c/ ovo frito, c/ sal","Rice with fried egg, with salt",,Cereais e derivados,
C0012A,"Arroz, creme, cozido, s/ tempero","Rice, cream, cooked, without seasoning",Orysa sativa L.,Cereais e derivados,
C0792A,"Arroz, creme, pó, cru","Rice, cream, powder, raw",Orysa sativa L.,Cereais e derivados,
C0013A,"Arroz, farelo, cru","Rice, bran, raw",Orysa sativa L.,Cereais e derivados,
C0014A,"Arroz, farinha, crua (média de diferentes marcas)","Rice, flour, raw (average of several brands)",Orysa sativa L.,Cereais e derivados,
C0211A,"Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal","Rice, brown, cooked, with oil, onion, garlic and salt",,Cereais e derivados,
C0210A,"Arroz, integral, cozido, c/ óleo, cebola e alho, s/ sal","Rice, brown, cooked, with oil, onion and garlic, unsalted",,Cereais e derivados,
C0016A,"Arroz, integral, cozido, s/ sal, s/ óleo","Rice, brown, cooked, wihtout salt, wihtout oil",Orysa sativa L.,Cereais e derivados,
C0017A,"Arroz, integral, cru (média diferentes cultivares)","Rice, brown, raw (average of several cultivars)",Oryza sativa L.,Cereais e derivados,
C0209A,"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal","Rice, white, cooked, with oil, onion, garlic and salt",,Cereais e derivados,
C0208A,"Arroz, polido, cozido, c/ óleo, cebola e alho, s/ sal","Rice, white, cooked, with oil, onion and garlic, unsalted",,Cereais e derivados,
C0018A,"Arroz, polido, cozido, s/ sal, s/ óleo (média diferentes cultivares)","Rice, white, cooked, wihtout salt, wihtout oil (average of several samples)",Orysa sativa L.,Cereais e derivados,
C0001A,"Arroz, polido, cru (média de diferentes cultivares)","Rice, white, raw (average of several cultivars)",Oryza sativa L.,Cereais e derivados,
C0136T,"Arrumadinho de charque (carne seca, carne de sol, jaba)",Brazilian recipe,,Leguminosas e derivados,
C0507F,"Arrumadinho de frango, c/ sal","Brazilizan recipe,braised breast chicken with corn cream, with salt",,Carnes e derivados,
C0508F,"Arrumadinho de frango, s/ sal","Brazilizan recipe,braised breast chicken with corn cream, unsalted",,Carnes e derivados,
C0462B,"Aspargo, cozido, drenado, s/ sal","Asparagus, cooked, drained, unsalted",Asparagus officinalis,Vegetais e derivados,
C0922B,"Aspargo, cozido, s/ óleo, c/ sal","Asparagus, cooked, without oil, with salt",,Vegetais e derivados,
C0461B,"Aspargo, in natura","Asparagus, raw",Asparagus officinalis,Vegetais e derivados,
C0070C,"Atemóia, in natura","Brazilian fruit,´Atemóia´, raw",Annona atemoya Mabb,Frutas e derivados,
C0942F,"Atolado de frango, c/ sal","Brazilian recipe, with chicken, with salt",,Carnes e derivados,
C0943F,"Atolado de frango, s/ sal","Brazilian recipe, with chicken, unsalted",,Carnes e derivados,
C0019A,"Aveia, farelo, cozida, s/ tempero","Oat, bran, cooked, without spices",Avena sativa,Cereais e derivados,
C0021A,"Aveia, crua (média de diferentes tipos)","Oat, raw (average of several types)",Avena sativa,Cereais e derivados,
C0020A,"Aveia, farinha, cozida, s/ tempero","Oat, flour, cooked, without spices",Avena sativa,Cereais e derivados,
C0022A,"Aveia, farinha, crua","Oat, flour, raw",Avena sativa,Cereais e derivados,Mac Bits
C0023A,"Aveia, fibras","Oat, fiber",Avena sativa,Cereais e derivados,
C0024A,"Aveia, flocos, finos","Oat, flakes",Avena sativa,Cereais e derivados,Float
C0026A,"Aveia, flocos, finos","Oat, flakes",Avena sativa,Cereais e derivados,Neston
C0025A,"Aveia, flocos, finos, instantânea","Oat, flakes",Avena sativa,Cereais e derivados,Float
C0013U,"Avelã , crua, s/ sal","Nuts, hazelnuts, dried, unsalted",Corylus avellana,Sementes e Oleaginosas,
C0213C,"Avocado, polpa, in natura","Avocado, pulp, raw",Persea americana,Frutas e derivados,
C0001D,"Azeite, dendê","Oil, palm",Elaeis guineensis Jacq.,Gorduras e óleos,
C0002D,"Azeite, oliva","Oil, olives",Olea europaea L.,Gorduras e óleos,
C0049D,"Azeite, oliva, assado","Oil, olive, baked or roasted",Olea europaea L.,Gorduras e óleos,
C0039D,"Azeite, oliva, cozido","Oil, olive, cooked",Olea europaea L.,Gorduras e óleos,
C0044D,"Azeite, oliva, frito","Oil, olive, cooked",Olea europaea L.,Gorduras e óleos,
C0120B,"Azeitona, preta, conserva, drenada","olivess, ripe, canned, drainned",Olea europaea L.,Vegetais e derivados,
C0121B,"Azeitona, verde, conserva, drenada","olivess, unripe, canned, drainned",Olea europaea L.,Vegetais e derivados,
C0127K,Baba de moça,Brazilian dessert,,Produtos açucarados,
C0017U,"Babaçu, mesocarpo, farinha, crua","Babassu, mesocarp, flour, raw",Attalea speciosa,Sementes e Oleaginosas,
C0224E,"Bacalhoada, c/ vegetais, c/ sal","Cod cooked, with vegetables, with salt",,Pescados e Frutos do mar,
C0953F,"Baço bovino, refogado (c/ óleo, cebola e alho), c/ sal","Meat beef, spleen, braised (with oil, onion and garlic), with salt",,Carnes e derivados,
C0232C,"Bacuri, polpa, in natura","Brazilian fruit ´Bacuri´, pulp, raw",Platonia insignis,Frutas e derivados,
C0188A,"Baião de dois, arroz e feijão de corda, c/ sal","Brazilian recipe, with rice and beans, c/ sal",,Cereais e derivados,
C0198K,"Bala gelatina, goma","Gums, seed gums",,Produtos açucarados,
C0132K,"Bala, caramelo","Candies, caramel",,Produtos açucarados,
C0218K,"Bala, coco, caseira","Candy, coconut, homemade",,Produtos açucarados,
C0061N,"Bala, diet (média de diferentes sabores)","Candies, diet (average of several flavours)",,Alimentos para fins especiais,
C0178K,"Bala, dura","Candies, hard",,Produtos açucarados,
C0137K,"Bala, frutas","Candy, fruits",,Produtos açucarados,
C0102K,Banana flambada,Flambé banana,,Produtos açucarados,
C0273C,"Banana madura, casca, cozida, s/ óleo, s/ sal, Musa sp.","Ripe banana, peel, boiled, without oil, without salt",,Frutas e derivados,
C0265C,"Banana madura, rodelas, desidratada","Ripe banana, sliced, dehydrated",Musa sp.,Frutas e derivados,
C0266C,"Banana madura, s/ casca, cozida, s/ óleo, s/ sal","Ripe banana, peeled, boiled, without oil, unsalted",Musa sp.,Frutas e derivados,
C0192C,"Banana, cozida, caramelada","Banana, cooked, caramelized",,Frutas e derivados,
C0105C,"Banana, da terra, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ açúcar","Banana, ´da terra´, breaded (wheat flour, egg and breadcrumbs), deep fry, without sugar added",,Frutas e derivados,
C0107C,"Banana, da terra, assada, s/ adição de ingredientes","Banana, ´da terra´, without ingredients added",Musa acuminata Colla x,Frutas e derivados,
C0104C,"Banana, da terra, frita, c/ manteiga","Banana, ´da terra´, fry in butter",Musa acuminata Colla x,Frutas e derivados,
C0103C,"Banana, da terra, frita, c/ óleo de soja","Banana, ´da terra´, fry in oil",Musa acuminata Colla x,Frutas e derivados,
C0008C,"Banana, da terra, in natura","Banana, ´terra´, raw",Musa acuminata Colla x,Frutas e derivados,
C0094C,"Banana, doce, em barra","Banana, sweet",,Frutas e derivados,
C0093C,"Banana, Figo, in natura","Banana, ´Figo´, raw",Musa acuminata Colla x,Frutas e derivados,
C0006C,"Banana, in natura","Banana, raw",Musa spp.,Frutas e derivados,
C0009C,"Banana, maçã, in natura","Banana, ´maçã´, raw",Musa spp.,Frutas e derivados,
C0268C,"Banana, madura, casca, crua","Banana, ripe, peel, raw",Musa sp.,Frutas e derivados,
C0263C,"Banana, madura, casca, crua, seca","Banana, ripe, peel, dried",Musa sp.,Frutas e derivados,
C0106C,"Banana, nanica, à milanesa (farinha de trigo, ovo e farinha de rosca), frita em imersão, s/ açúcar","Banana, ´nanica´, breaded (wheat flour, egg and breadcrumbs), deep fry, without sugar added",Musa acuminata Colla x,Frutas e derivados,
C0007C,"Banana, nanica, in natura","Banana, ´nanica´, raw",Musa spp.,Frutas e derivados,
C0010C,"Banana, ouro, in natura","Banana, ´ouro´, raw",Musa spp.,Frutas e derivados,
C0092C,"Banana, pacova, in natura","Banana, ´pacova´, raw",Musa acuminata Colla x,Frutas e derivados,
C0011C,"Banana, prata, in natura","Banana, ´prata´, raw",Musa spp.,Frutas e derivados,
C0035D,"Banha, suína","Lard, pork",,Gorduras e óleos,
C0064N,"Barra de cereal, diet","Cereal bar, diet",,Alimentos para fins especiais,
C0922F,"Barreado, c/ sal","Brazilian recipe, with cooked meat beef, with salt",,Carnes e derivados,
C0221F,"Barreado, s/ sal","Brazilian recipe, with cooke meat beef, unsalted",,Carnes e derivados,
C0911B,"Batata baroa (mandioquinha, batata salsa), cozida, drenada, s/ óleo, c/ sal","Potato, arracacha, cooked, drained, without oil, with salt",Chaerophyllum bulbosum,Vegetais e derivados,
C0878B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal","Potato, arracacha, peeled, cooked, parsley, with olive oil, with black pepper, with salt",,Vegetais e derivados,
C0879B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal","Potato, arracacha, peeled, cooked, parsley, with olive oil, with black pepper, unsalted",,Vegetais e derivados,
C0874B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal","Potato, arracacha, peeled, cooked, parsley, with butter, with black pepper, with salt",,Vegetais e derivados,
C0875B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal","Potato, arracacha, peeled, cooked, parsley, with butter, with black pepper, unsalted",,Vegetais e derivados,
C0876B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal","Potato, arracacha, peeled, cooked, parsley, without oil, with black pepper, with salt",,Vegetais e derivados,
C0877B,"Batata baroa (mandioquinha, batata salsa), s/ casca, cozida, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal","Potato, arracacha, peeled, cooked, parsley, without oil, with black pepper, unsalted",,Vegetais e derivados,
C0006M,"Batata frita, McDonald´s","French fries, McDonald´s",,Fast food,
C0690B,"Batata recheada, c/ requeijão e toucinho defumado (bacon), assada, c/ sal","Stuffed potato, with cheese spread and bacon, baked, with salt",,Vegetais e derivados,
C0687B,"Batata suíça, c/ camarão, c/ sal","Rosti potato, with shrimp, with salt",,Vegetais e derivados,
C0686B,"Batata suíça, c/ peito de frango, c/ sal","Rosti potato, with breast chicken , with salt",,Vegetais e derivados,
C0689B,"Batata suíça, c/ ricota e espinafre, c/ sal","Rosti potato, with ricotta cheese and spinhach, with salt",,Vegetais e derivados,
C0688B,"Batata suíça, c/ toucinho defumado (bacon), c/ sal","Rosti potato, with bacon, with salt",,Vegetais e derivados,
C0297B,"Batata, baroa (mandioquinha, batata salsa), cozida, s/ casca, drenada, c/ óleo de soja, c/ sal","Potato, arracacha, peeled, cooked, with soy oil, with salt",,Vegetais e derivados,
C0296B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, c/ óleo de soja, s/ sal","Potato, arracacha, unshelled, cooked, with soy oil, unsalted",,Vegetais e derivados,
C0054B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, cozida, drenada, s/ óleo, s/ sal","Potato, arracacha, peeled, boiled, drained, without oil and salt",Chaerophyllum bulbosum,Vegetais e derivados,
C0028B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, crua","Potato, arracacha, peeled, raw",Arracacia xanthorrhiza Bancrof,Vegetais e derivados,
C0317B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, c/ sal","Potato, arracacha, peeled, fried, with salt",,Vegetais e derivados,
C0316B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, frita, s/ sal","Potato, arracacha, peeled, fried, unsalted",,Vegetais e derivados,
C0295B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), c/ sal","Potato, arracacha, peeled, sauteed (with margarine and parsley), with salt",,Vegetais e derivados,
C0294B,"Batata, baroa (mandioquinha, batata salsa), s/ casca, sauté (c/ margarina e salsa), s/ sal","Potato, arracacha, peeled, sauteed (with margarine and parsley), unsalted",,Vegetais e derivados,
C0049B,"Batata, chips, frita, c/ sal","Potato, fried, chips, unsalted",Solanum tuberosum L.,Vegetais e derivados,
C0303B,"Batata, doce, s/ casca, assada, c/ óleo de soja, c/ sal","Sweet potato, peeled, roasted, with soy oil, with salt",,Vegetais e derivados,
C0302B,"Batata, doce, s/ casca, assada, s/ óleo, s/ sal","Sweet potato, peeled, roasted, without oil, unsalted",,Vegetais e derivados,
C0882B,"Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, c/ sal","Sweet potato, peeled, roasted, parsley, with olive oil, with black pepper, with salt",,Vegetais e derivados,
C0883B,"Batata, doce, s/ casca, assada, salsa, c/ azeite de oliva, c/ pimenta-do-reino, s/ sal","Sweet potato, peeled, roasted, parsley, with olive oil, with black pepper, unsalted",,Vegetais e derivados,
C0881B,"Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, c/ sal","Sweet potato, peeled, roasted, parsley, with butter, with black pepper, with salt",,Vegetais e derivados,
C0880B,"Batata, doce, s/ casca, assada, salsa, c/ manteiga, c/ pimenta-do-reino, s/ sal","Sweet potato, peeled, roasted, parsley, with butter, with black pepper, unsalted",,Vegetais e derivados,
C0884B,"Batata, doce, s/ casca, assada, salsa, s/ óleo, c/ pimenta-do-reino, c/ sal","Sweet potato, peeled, roasted, parsley, without oil, with black pepper, with salt",,Vegetais e derivados,
C0885B,"Batata, doce, s/ casca, assada, salsa, s/ óleo, c/ pimenta-do-reino, s/ sal","Sweet potato, peeled, roasted, parsley, without oil, with black pepper, unsalted",,Vegetais e derivados,
C0299B,"Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, c/ sal","Sweet potato, peeled, cooked, with soy oil, with salt",,Vegetais e derivados,
C0298B,"Batata, doce, s/ casca, cozida, drenada, c/ óleo de soja, s/ sal","Sweet potato, peeled, cooked, with soy oil, unsalted",,Vegetais e derivados,
C0907B,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, c/ sal","Sweet potato, peeled, cooked, drained, without oil, with salt",Ipomoea batatas Lam.,Vegetais e derivados,
C0042B,"Batata, doce, s/ casca, cozida, drenada, s/ óleo, s/ sal","Sweet potato, peeled, boiled, drained, without oil , unsalted",Ipomoea batatas Lam.,Vegetais e derivados,
C0012B,"Batata, doce, s/ casca, crua","Sweet potato, peeled, raw",Ipomea batatas (L.) Lam,Vegetais e derivados,
C0305B,"Batata, doce, s/ casca, frita (c/ óleo de soja), c/ sal","Sweet potato, peeled, fried (with soy oil), with salt",,Vegetais e derivados,
C0304B,"Batata, doce, s/ casca, frita (c/ óleo de soja), s/ sal","Sweet potato, peeled, fried, unsalted",,Vegetais e derivados,
C0301B,"Batata, doce, s/ casca, sauté (c/ margarina e salsa), c/ sal","Sweet potato, peeled, sauteed (with margarine and parsley), with salt",,Vegetais e derivados,
C0300B,"Batata, doce, s/ casca, sauté (c/ margarina e salsa), s/ sal","Sweet potato, peeled, sauteed (with margarine and parsley), unsalted",,Vegetais e derivados,
C0685B,"Batata, inglesa, cozida, c/ muçarela, c/ molho branco (farinha de trigo, manteiga e leite), c/ sal","Potato, cooked, with mozzarella, with white sauce (milk, wheat flour and butter), with salt",Solanum tuberosum L.,Vegetais e derivados,
C0293B,"Batata, inglesa, cozida, s/ casca, c/ molho branco (leite, farinha de trigo e manteiga), c/ sal","Potato, peeled, cooked, with white sauce (milk, flour wheat and butter), with salt",Solanum tuberosum L.,Vegetais e derivados,
